_id,birthDate,birthPlace,career_AST,career_FG%,career_FG3%,career_FT%,career_G,career_PER,career_PTS,career_TRB,career_WS,career_eFG%,college,draft_pick,draft_round,draft_team,draft_year,height,highSchool,name,position,shoots,weight
gminsmi01,"August 3, 1959","Monroe, Connecticut",1.3,46.5,12.2,84.3,938,16.3,11.7,6.9,55.9,46.5,Duke University,7th overall,1st round,New Jersey Nets,1980,06-Nov,"Masuk in Monroe, Connecticut",Mike Gminski,Center,Right,250lb
cambyma01,"March 22, 1974","Hartford, Connecticut",1.9,46.6,20.5,67,973,17.8,9.5,9.8,81.6,46.8,University of Massachusetts Amherst,2nd overall,1st round,Toronto Raptors,1996,06-Nov,"Hartford Public in Hartford, Connecticut",Marcus Camby,Center and Power Forward,Right,220lb
lafrera01,"May 29, 1976","Hampton, Iowa",1.1,46.6,36.3,71.1,563,16.1,10.1,6.1,39.4,51.6,University of Kansas,3rd overall,1st round,Denver Nuggets,1998,06-Nov,"MFL MarMac in Monona, Iowa",Raef LaFrentz,Power Forward and Center,Left,240lb
mcdanji01,"April 2, 1948","Scottsville, Kentucky",1.1,46.6,,72,271,16.8,10,6.5,9.1,46.6,Western Kentucky University,23rd overall,2nd round,Seattle SuperSonics,1971,06-Nov,"Allen County in Scottsville, Kentucky",Jim McDaniels,Center,Right,228lb
shaskjo01,"July 31, 1964","Birmingham, Michigan",0.3,46.6,0,65.5,136,11.8,3.8,2.8,2.5,46.6,University of Minnesota,61st overall,3rd round,Utah Jazz,1986,06-Nov,"Brother Rice in Birmingham, Michigan",John Shasky,Center,Right,235lb
blatcan01,"August 22, 1986","Syracuse, New York",1.4,46.7,23.7,72.5,564,16.8,10.1,5.4,19.2,47.2,,49th overall,2nd round,Washington Wizards,2005,06-Nov,"South Kent School in South Kent, Connecticut",Andray Blatche,Center and Power Forward,Right,235lb
haskisc01,"September 19, 1970","Riverside, California",0.2,46.7,,68.4,27,11.3,2,2,0.3,46.7,Oregon State University,14th overall,1st round,Indiana Pacers,1993,06-Nov,"Beaumont in Beaumont, California",Scott Haskin,Center,Right,250lb
onealje01,"October 13, 1978","Columbia, South Carolina",1.4,46.7,14.7,71.5,1011,17.9,13.2,7.2,66,46.7,,17th overall,1st round,Portland Trail Blazers,1996,06-Nov,"Eau Claire in Columbia, South Carolina",Jermaine O'Neal,Power Forward and Center,Right,226lb
muscami01,"July 1, 1991","St. Louis Park, Minnesota",0.9,46.8,36.5,84.1,307,13.6,5.7,3.3,11.9,54.6,Bucknell University,44th overall,2nd round,Dallas Mavericks,2013,06-Nov,"Roseville in Roseville, Minnesota",Mike Muscala,Power Forward and Center,Right,240lb
klebima01,"January 29, 1992","Wurzburg, Germany",0.8,46.9,33.8,76.7,143,13.2,6.1,3.9,6.3,55.3,,,,,,06-Nov,,Maxi Kleber,Power Forward,Right,240lb
llamaho01,"July 17, 1973","El Rosario, Mexico",0.2,46.9,33.3,61.1,28,10,2.1,1.3,0,48,Grand Canyon University,,,,,06-Nov,,Horacio Llamas Grey,Center,Right,285lb
pachuza01,"February 10, 1984","Tbilisi, Georgia",1.3,46.9,0,75.1,1098,14.6,6.8,5.8,52.7,46.9,,42nd overall,2nd round,Orlando Magic,2003,06-Nov,,Zaza Pachulia,Center,Right,270lb
langan01,"June 28, 1966","Pine Bluff, Arkansas",0.6,47,25,74.4,737,11.7,6,4.8,28.6,47.1,University of Arkansas,28th overall,2nd round,Phoenix Suns,1988,06-Nov,"Dollarway in Pine Bluff, Arkansas",Andrew Lang,Center,Right,245lb
parksch02,"October 11, 1972","Huntington Beach, California",0.6,47,21.1,63,472,12,4.4,3.6,11.8,47.2,Duke University,12th overall,1st round,Dallas Mavericks,1995,06-Nov,"Marina in Huntington Beach, California",Cherokee Parks,Power Forward and Center,Right,235lb
baileth01,"April 7, 1961","Washington, District of Columbia",1.4,47.3,11.4,81.2,928,14.3,12.8,5.1,45,47.3,North Carolina State University,7th overall,1st round,Utah Jazz,1983,06-Nov,"Bladensburg in Bladensburg, Maryland",Thurl Bailey,Power Forward and Small Forward,Right,215lb
jonesca01,"August 4, 1950","McGehee, Arkansas",1.4,47.4,12.3,75.6,1299,12.1,7.9,8.2,66.2,47.5,Albany State University,32nd overall,2nd round,Philadelphia 76ers,1973,06-Nov,"Desha Central in Rohwer, Arkansas",Caldwell Jones,Power Forward and Center,Right,217lb
aleksch01,"February 26, 1959","Litchfield, Connecticut",0.5,47.8,0,73.3,74,9.1,5.1,3.6,0.4,47.8,"University of Kentucky, University of Connecticut",76th overall,4th round,Chicago Bulls,1982,06-Nov,"Wamogo in Litchfield, Connecticut",Chuck Aleksinas,Center,Right,260lb
choneji01,"November 30, 1949","Racine, Wisconsin",1.6,47.8,0,68,788,13.9,12.5,8.2,45.8,47.8,Marquette University,31st overall,2nd round,Los Angeles Lakers,1973,06-Nov,"St. Catherine in Racine, Wisconsin",Jim Chones,Power Forward and Center,Right,220lb
kingst01,"January 29, 1967","Lawton, Oklahoma",0.9,47.8,23.5,70.7,438,11.9,6.4,3.3,10.9,47.9,University of Oklahoma,6th overall,1st round,Chicago Bulls,1989,06-Nov,"Lawton in Lawton, Oklahoma",Stacey King,Power Forward and Center,Left,230lb
hugheki01,"June 4, 1952","Freeport, Illinois",0.9,47.9,,39.7,425,11.4,3.8,5.6,13.9,47.9,University of Wisconsin,45th overall,3rd round,Buffalo Braves,1974,06-Nov,"Freeport in Freeport, Illinois",Kim Hughes,Center,Left,220lb
lauvejo01,"September 30, 1991","Mulhouse, France",0.9,47.9,28.5,71.9,208,14.3,5.6,3.8,5.2,50.4,,55th overall,2nd round,Memphis Grizzlies,2013,06-Nov,,Joffrey Lauvergne,Center and Power Forward,Right,220lb
labissk01,"March 18, 1996","Port-au-Prince, Haiti",1,48,37.5,74.6,115,14.9,7.6,4.3,3,49.9,University of Kentucky,28th overall,1st round,Phoenix Suns,2016,06-Nov,"Lausanne Collegiate School in Memphis, Tennessee",Skal Labissiere,Power Forward,Right,235lb
laettch01,"August 17, 1969","Angola, New York",2.6,48,26.1,82,868,16.9,12.8,6.7,64.9,48.6,Duke University,3rd overall,1st round,Minnesota Timberwolves,1992,06-Nov,"Nichols School in Buffalo, New York",Christian Laettner,Center and Power Forward,Right,235lb
magloja01,"May 21, 1978","Toronto, Canada",0.6,48,0,63.9,680,13.5,7.2,6.5,27.7,48,University of Kentucky,19th overall,1st round,Charlotte Hornets,2000,06-Nov,"Eastern School of Commerce in Toronto, Canada",Jamaal Magloire,Center,Right,259lb
millebr01,"April 12, 1976","Fort Wayne, Indiana",2.8,48,33,80.4,868,17.5,11.2,7.1,76.5,49.4,Purdue University,,,,,06-Nov,"Maine Central Institute in Pittsfield, Maine",Brad Miller,Power Forward and Center,Right,244lb
sandela01,"November 21, 1988","Fort Pierce, Florida",0.7,48,0,55.3,238,15.4,6.4,5.7,10.3,48,Virginia Commonwealth University,15th overall,1st round,Milwaukee Bucks,2010,06-Nov,"Port St. Lucie in Port St. Lucie, Florida",Larry Sanders,Power Forward and Center,Right,235lb
williho01,"August 9, 1962","Sorrento, Louisiana",1.8,48,10.5,72.6,887,15.6,11,6.8,70.5,48,Tulane University,45th overall,2nd round,Cleveland Cavaliers,1985,06-Nov,"Saint Amant in Saint Amant, Louisiana",Hot Rod Williams,Center and Power Forward,Right,215lb
schayda01,"May 10, 1959","Syracuse, New York",1.1,48.1,13.3,80.6,1138,13.4,7.7,5,48.8,48.1,Syracuse University,13th overall,1st round,Utah Jazz,1981,06-Nov,"Jamesville-DeWitt in DeWitt, New York",Danny Schayes,Center and Power Forward,Right,235lb
mcmilto01,"May 26, 1952","Elmira, New York",1.1,48.3,12,80.6,729,12.2,8.1,4,27.2,48.3,University of Maryland,9th overall,1st round,Buffalo Braves,1974,06-Nov,"Mansfield in Mansfield, Pennsylvania",Tom McMillen,Center,Left,215lb
peekri01,"October 28, 1943","Miami, Florida",0.4,48.3,,53.8,51,10.3,4.6,3.9,1,48.3,"University of Florida, Louisiana Tech University",148th overall,15th round,Baltimore Bullets,1967,06-Nov,"Escambia in Pensacola, Florida",Rich Peek,Center,Right,230lb
tarplro01,"November 28, 1964","New York, New York",1,48.3,17.6,74.4,280,18.4,12.6,10,19.8,48.4,University of Michigan,7th overall,1st round,Dallas Mavericks,1986,06-Nov,"Cooley in Detroit, Michigan",Roy Tarpley,Power Forward and Center,Right,230lb
corzida01,"April 25, 1956","Arlington Heights, Illinois",1.7,48.4,18.9,74.7,891,13.6,8.5,5.9,37.3,48.5,DePaul University,18th overall,1st round,Washington Bullets,1978,06-Nov,"John Hersey in Arlington Heights, Illinois",Dave Corzine,Center,Right,250lb
seikaro01,"May 10, 1965","Beirut, Lebanon",1.3,48.4,18.8,67.9,678,15.7,14.7,9.5,37.3,48.4,Syracuse University,9th overall,1st round,Miami Heat,1988,06-Nov,"American School in Athens, Greece",Rony Seikaly,Center,Right,230lb
stipast01,"November 17, 1960","St. Louis, Missouri",2.3,48.4,17.9,79.6,403,15.1,13.2,7.8,30.4,48.6,University of Missouri,2nd overall,1st round,Indiana Pacers,1983,06-Nov,"De Smet Jesuit in Creve Coeur, Missouri",Steve Stipanovich,Center,Right,245lb
bakervi01,"November 23, 1971","Lake Wales, Florida",1.9,48.5,21.5,63.8,791,16.3,15,7.4,47,48.7,University of Hartford,8th overall,1st round,Milwaukee Bucks,1993,06-Nov,"Old Saybrook in Old Saybrook, Connecticut",Vin Baker,Power Forward and Center,Right,232lb
voskuja01,"November 1, 1977","Tulsa, Oklahoma",0.5,48.7,33.3,71.4,450,10.8,4,3.4,11.6,48.8,University of Connecticut,33rd overall,2nd round,Chicago Bulls,2000,06-Nov,"Strake Jesuit College Prepatory in Houston, Texas",Jake Voskuhl,Center,Right,245lb
battito01,"February 11, 1976","Dallas, Texas",0.6,48.8,16.2,69,837,12.6,6.1,5.1,36.4,49,Texas Tech University,5th overall,1st round,Denver Nuggets,1997,06-Nov,"South Oak Cliff in Dallas, Texas",Tony Battie,Center and Power Forward,Right,230lb
alstode01,"August 20, 1972","Bronx, New York",0.7,48.9,14.3,48.7,139,11.7,5.4,3.8,2.6,49,Duquesne University,33rd overall,2nd round,Philadelphia 76ers,1994,06-Nov,"Hoboken in Hoboken, New Jersey",Derrick Alston,Center,Right,225lb
aldrila01,"July 19, 1985","Dallas, Texas",2,49.1,28.3,81,950,20.9,19.6,8.4,107,49.5,University of Texas at Austin,2nd overall,1st round,Chicago Bulls,2006,06-Nov,"Seagoville in Seagoville, Texas",LaMarcus Aldridge,Power Forward and Center,Right,260lb
noahjo01,"February 25, 1985","New York, New York",2.8,49.1,0,70,667,17.6,8.8,9.1,61.8,49.1,University of Florida,9th overall,1st round,Chicago Bulls,2007,06-Nov,"The Lawrenceville School in Lawrenceville, New Jersey",Joakim Noah,Center,Right,230lb
sampsja01,"May 15, 1983","Inglewood, California",0.4,49.1,0,53.7,72,13,2,3.4,1.4,49.1,University of California,47th overall,2nd round,Utah Jazz,2002,06-Nov,"Mater Dei in Santa Ana, California",Jamal Sampson,Center and Power Forward,Right,235lb
brownkw01,"March 10, 1982","Charleston, South Carolina",0.9,49.2,11.1,57,607,12.5,6.6,5.5,20.8,49.2,,1st overall,1st round,Washington Wizards,2001,06-Nov,"Glynn Academy in Brunswick, Georgia",Kwame Brown,Center and Power Forward,Right,270lb
boshch01,"March 24, 1984","Dallas, Texas",2,49.4,33.5,79.9,893,20.6,19.2,8.5,106,50.6,Georgia Institute of Technology,4th overall,1st round,Toronto Raptors,2003,06-Nov,"Lincoln in Dallas, Texas",Chris Bosh,Power Forward and Center,Left,235lb
pollasc01,"February 12, 1975","Murray, Utah",0.4,49.4,0,70.9,506,13.8,4.4,4.6,26.6,49.4,University of Kansas,19th overall,1st round,Detroit Pistons,1997,06-Nov,"Torrey Pines in San Diego, California",Scot Pollard,Center,Right,265lb
turnemy01,"March 24, 1996","Bedford, Texas",1.2,49.5,36.3,77.1,280,17.4,12.9,6.7,22.1,52.6,University of Texas at Austin,11th overall,1st round,Indiana Pacers,2015,06-Nov,"Trinity in Euless, Texas",Myles Turner,Center,Right,250lb
roziecl01,"October 31, 1972","Bradenton, Florida",0.6,49.6,18.2,46.5,173,11.9,4.8,5.2,3.9,49.8,"University of North Carolina, University of Louisville",16th overall,1st round,Golden State Warriors,1994,06-Nov,"Southeast in Bradenton, Florida",Clifford Rozier,Center,Right,245lb
thompja02,"July 21, 1986","Camden, New Jersey",1.1,49.6,14.3,65.7,588,13.5,8.9,6.6,23.8,49.7,Rider University,12th overall,1st round,Sacramento Kings,2008,06-Nov,"Lenape in Medford, New Jersey",Jason Thompson,Power Forward and Center,Right,250lb
fosteje01,"January 16, 1977","San Antonio, Texas",0.9,49.7,13,61.5,764,14.2,4.9,6.9,47.5,49.8,Texas State University,21st overall,1st round,Golden State Warriors,1999,06-Nov,"James Madison in San Antonio, Texas",Jeff Foster,Center,Right,236lb
garneke01,"May 19, 1976","Mauldin, South Carolina",3.7,49.7,27.5,78.9,1462,22.7,17.8,10,191.4,50.1,,5th overall,1st round,Minnesota Timberwolves,1995,06-Nov,"Farragut Career Academy in Chicago, Illinois",Kevin Garnett,Small Forward and Center and Power Forward,Right,240lb
paultbi01,"July 30, 1948","River Edge, New Jersey",2,49.7,0,69,1124,16.3,11.7,8,70.4,49.7,"Cameron University, St. John's University",103rd overall,7th round,San Diego Rockets,1970,06-Nov,"River Dell in River Edge, New Jersey",Billy Paultz,Center and Power Forward,Right,235lb
radjadi01,"April 24, 1967","Split, Croatia",1.6,49.7,0,73.5,224,17.4,16.7,8.4,14.3,49.7,,40th overall,2nd round,Boston Celtics,1989,06-Nov,"Technical School Ctr in Split, Croatia",Dino Radja,Power Forward and Center,Right,225lb
dampier01,"July 14, 1975","Jackson, Mississippi",0.8,49.8,12.5,62.6,987,14.3,7.4,7.1,52.7,49.8,Mississippi State University,10th overall,1st round,Indiana Pacers,1996,06-Nov,"Lawrence County in Monticello, Mississippi",Erick Dampier,Center,Right,265lb
laimbbi01,"May 19, 1957","Boston, Massachusetts",2,49.8,32.6,83.7,1068,16.1,12.9,9.7,105.6,50.7,University of Notre Dame,65th overall,3rd round,Cleveland Cavaliers,1979,06-Nov,"Palos Verdes in Palos Verdes, California",Bill Laimbeer,Center,Right,245lb
clarkke01,"April 16, 1975","Danville, Illinois",0.9,50,5.3,64.5,353,15.4,8.2,5.9,18.2,50,"University of Nevada, Las Vegas",13th overall,1st round,Orlando Magic,1998,06-Nov,"Danville in Danville, Illinois",Keon Clark,Power Forward and Center,Left,220lb
fishma01,"November 18, 1969","Washington, Iowa",0.5,50,0,62.5,50,11.9,3.5,2.2,0.6,50,University of North Carolina at Wilmington,50th overall,2nd round,Golden State Warriors,1992,06-Nov,"Washington in Washington, Iowa",Matt Fish,Center,Left,235lb
gadzuda01,"February 2, 1978","Den Haag, Netherlands",0.4,50,0,49.8,527,14.4,4.7,4.4,15.8,50,"University of California, Los Angeles",34th overall,2nd round,Milwaukee Bucks,2002,06-Nov,"Governor Dummer Academy in Byfield, Massachusetts",Dan Gadzuric,Center and Power Forward,Right,240lb
armsthi01,"November 11, 1984","Peekskill, New York",0.3,50.1,28.6,58.2,292,9.9,3,2.6,3.9,50.2,University of Connecticut,12th overall,1st round,New Orleans/Oklahoma City Hornets,2006,06-Nov,"Peekskill in Peekskill, New York",Hilton Armstrong,Center and Power Forward,Right,235lb
robeyri01,"January 30, 1956","Coral Gables, Florida",1.2,50.1,12.5,65,493,12.8,7.6,4.7,15.8,50.1,University of Kentucky,3rd overall,1st round,Indiana Pacers,1978,06-Nov,"Brother Martin in New Orleans, Louisiana",Rick Robey,Center,Right,230lb
huntech01,"July 7, 1984","Gary, Indiana",0.6,50.2,0,75.4,60,12.2,4.5,2.8,1.3,50.2,University of Michigan,,,,,06-Nov,"West Side in Gary, Indiana",Chris Hunter,Center,Right,240lb
baglema01,"March 14, 1999","Tempe, Arizona",1,50.4,31.3,69.1,62,18.9,14.9,7.6,3.6,52.5,Duke University,2nd overall,1st round,Sacramento Kings,2018,06-Nov,"Sierra Canyon in Chatsworth, California",Marvin Bagley III,Power Forward,Left,234lb
eakinji01,"May 24, 1946","Sacramento, California",1.8,50.4,0,78.8,767,16.5,10.8,7.3,57.5,50.4,Brigham Young University,57th overall,5th round,San Francisco Warriors,1968,06-Nov,"Encina in Sacramento, California",Jim Eakins,Center and Power Forward,Right,215lb
dienggo01,"January 18, 1990","Kebemer, Senegal",1.4,50.5,33.2,79,452,16.1,8,6.2,24.4,51.7,University of Louisville,21st overall,1st round,Utah Jazz,2013,06-Nov,"Huntington St. Joseph Prep in Huntington, West Virginia",Gorgui Dieng,Center and Power Forward,Right,252lb
johnser02,"December 21, 1967","New Orleans, Louisiana",0.5,50.5,20,60.5,845,12.2,4.1,6.1,37.8,50.6,University of New Orleans,23rd overall,1st round,Seattle SuperSonics,1993,06-Nov,"Block in Jonesville, Louisiana",Ervin Johnson,Center,Right,245lb
polynol01,"November 21, 1964","Port-au-Prince, Haiti",0.7,50.5,19.2,53.5,1058,13.2,7.8,6.7,46.8,50.6,University of Virginia,8th overall,1st round,Chicago Bulls,1987,06-Nov,"All Hallows in Bronx, New York",Olden Polynice,Center,Right,220lb
acresma01,"November 15, 1962","Inglewood, California",0.5,50.6,53.8,66.5,375,9,3.6,4.1,9.3,50.9,Oral Roberts University,40th overall,2nd round,Dallas Mavericks,1985,06-Nov,"Palos Verdes in Palos Verdes Estates, California",Mark Acres,Center,Right,220lb
duncati01,"April 25, 1976","St. Croix, U.S. VirgIslands",3,50.6,17.9,69.6,1392,24.2,19,10.8,206.4,50.7,Wake Forest University,1st overall,1st round,San Antonio Spurs,1997,06-Nov,"Saint Dunstan's Episcopal in Saint Croix, U.S. Virgin Islands",Tim Duncan,Center and Power Forward,Right,250lb
jacksja02,"September 15, 1999","Plainfield, New Jersey",1.1,50.6,35.9,76.6,58,16.4,13.8,4.7,3.3,54.9,Michigan State University,4th overall,1st round,Memphis Grizzlies,2018,06-Nov,"La Lumiere School in La Porte, Indiana",Jaren Jackson Jr.,Power Forward,Right,242lb
sallejo01,"May 16, 1964","Brooklyn, New York",1.2,50.6,21.4,71.4,748,12.8,7,4.5,41.5,50.6,Georgia Institute of Technology,11th overall,1st round,Detroit Pistons,1986,06-Nov,"Canarsie in Brooklyn, New York",John Salley,Center and Power Forward,Right,230lb
catoke01,"August 26, 1974","Atlanta, Georgia",0.5,50.7,7.7,64.4,541,14.4,5.5,5.3,28.6,50.7,"University of South Alabama, Iowa State University",15th overall,1st round,Dallas Mavericks,1997,06-Nov,"Lithonia in Decatur, Georgia",Kelvin Cato,Center and Power Forward,Right,255lb
jonesdw02,"June 9, 1983","Morgantown, West Virginia",0.1,50.8,0,49.4,82,10.1,1.3,2.3,1.4,50.8,Saint Joseph's University,,,,,06-Nov,"American Christian School in Aston, Pennsylvania",Dwayne Jones,Power Forward,Right,250lb
leckner01,"May 27, 1966","Inglewood, California",0.5,50.8,0,66.9,449,9.8,4.1,3.2,6.2,50.8,University of Wyoming,17th overall,1st round,Utah Jazz,1988,06-Nov,"Mira Costa in Manhattan Beach, California",Eric Leckner,Center,Right,265lb
stiemgr01,"September 26, 1985","Randolph, Wisconsin",0.5,50.9,0,70.5,203,11,3.2,3.3,6,50.9,University of Wisconsin,,,,,06-Nov,"Randolph in Randolph, Wisconsin",Greg Stiemsma,Center,Right,260lb
mcnamma01,"June 8, 1959","San Jose, California",0.3,51.2,,54.8,278,10.8,3.5,3,2.8,51.2,"Santa Clara University, University of California",22nd overall,1st round,Philadelphia 76ers,1982,06-Nov,"Del Mar in San Jose, California",Mark McNamara,Center,Left,235lb
ezelife01,"October 21, 1989","BenCity, Nigeria",0.4,51.3,,55.7,170,13.4,4.2,4.3,5.9,51.3,Vanderbilt University,30th overall,1st round,Golden State Warriors,2012,06-Nov,"Jesuit in Sacramento, California",Festus Ezeli,Center,Right,255lb
sabondo01,"May 3, 1996","Portland, Oregon",1.9,51.3,34.3,72.2,229,15.8,10.4,6.8,13.1,53.3,Gonzaga University,11th overall,1st round,Orlando Magic,2016,06-Nov,,Domantas Sabonis,Center and Power Forward,Left,240lb
laniebo01,"September 10, 1948","Buffalo, New York",3.1,51.4,15.4,76.7,959,21.7,20.1,10.1,117.1,51.4,St. Bonaventure University,1st overall,1st round,Detroit Pistons,1970,06-Nov,"Bennett in Buffalo, New York",Bob Lanier,Center,Left,250lb
monrogr01,"June 4, 1990","New Orleans, Louisiana",2.1,51.4,5.9,70.4,632,20.1,13.2,8.3,49.7,51.4,Georgetown University,7th overall,1st round,Detroit Pistons,2010,06-Nov,"Helen Cox in Harvey, Louisiana",Greg Monroe,Power Forward and Center,Left,265lb
bellawa01,"July 24, 1939","New Bern, North Carolina",2.4,51.6,,63.2,1043,19.8,20.1,13.7,130,,Indiana University,1st overall,1st round,Chicago Packers,1961,06-Nov,"J.T. Barber in New Bern, North Carolina",Walt Bellamy,Center,Right,225lb
turpime01,"December 28, 1960","Lexington, Kentucky",0.5,51.6,11.1,77.7,361,14.3,8.5,4.6,13.7,51.6,University of Kentucky,6th overall,1st round,Washington Bullets,1984,06-Nov,"Bryan Station in Lexington, Kentucky",Melvin Turpin,Center,Right,240lb
hoppeda01,"March 13, 1964","Omaha, Nebraska",0.6,51.8,20,75.1,169,11.3,5,3.8,3.6,51.9,University of Nebraska,65th overall,3rd round,Atlanta Hawks,1986,06-Nov,"Benson in Omaha, Nebraska",Dave Hoppen,Center,Right,235lb
pekovni01,"January 3, 1986","Bijelo Polje, Montenegro",0.7,51.8,,76,271,18.6,12.6,6.7,18.8,51.8,,31st overall,2nd round,Minnesota Timberwolves,2008,06-Nov,,Nikola Pekovic,Center,Right,307lb
antetgi01,"December 6, 1994","Athens, Greece",4.1,52.1,27.7,74.2,465,21.9,18.8,8.3,53.2,53.9,,15th overall,1st round,Milwaukee Bucks,2013,06-Nov,,Giannis Antetokounmpo,Point Guard and Power Forward and Small Forward and Shooting Guard,Right,242lb
dalemsa01,"May 10, 1981","Port-Au-Prince, Haiti",0.5,52.1,8.3,70.6,886,15.4,7.7,7.8,51.3,52.1,Seton Hall University,26th overall,1st round,Philadelphia 76ers,2001,06-Nov,"Saint Patrick in Elizabeth, New Jersey",Samuel Dalembert,Center,Right,255lb
veselja01,"April 24, 1990","Ostrava, Czech Republic",0.6,52.1,0,40.8,162,10.9,3.6,3.5,4,52.1,,6th overall,1st round,Washington Wizards,2011,06-Nov,,Jan Vesely,Power Forward,Right,240lb
waltobi01,"November 5, 1952","La Mesa, California",3.4,52.1,0,66,468,20,13.3,10.5,39.3,52.1,"University of California, Los Angeles",1st overall,1st round,Portland Trail Blazers,1974,06-Nov,"Helix in La Mesa, California",Bill Walton,Center,Right,210lb
noelne01,"April 10, 1994","Malden, Massachusetts",1.2,52.3,25,63.1,300,16.9,8.2,6.5,16.6,52.3,University of Kentucky,6th overall,1st round,New Orleans Hornets,2013,06-Nov,"Tilton in Tilton, New Hampshire",Nerlens Noel,Power Forward and Center,Right,220lb
aldrico01,"October 31, 1988","Burnsville, Minnesota",0.5,52.7,,73.8,339,16.6,3.1,3.3,9.6,52.7,University of Kansas,11th overall,1st round,New Orleans Hornets,2010,06-Nov,"Thomas Jefferson in Bloomington, Minnesota",Cole Aldrich,Center,Right,250lb
kaunsa01,"May 8, 1985","Tomsk, Russia",0.1,52.9,,45.5,25,12.5,0.9,1,0.2,52.9,University of Kansas,56th overall,2nd round,Seattle SuperSonics,2008,06-Nov,"Florida Air Academy in Melbourne, Florida",Sasha Kaun,Center,Right,260lb
davisda01,"March 25, 1969","Toccoa, Georgia",0.9,53,0,56.2,1094,15.2,8,7.9,86.9,53,Clemson University,13th overall,1st round,Indiana Pacers,1991,06-Nov,"Stephens County in Toccoa, Georgia",Dale Davis,Power Forward and Center,Right,230lb
hernawi01,"May 27, 1994","Madrid, Spain",1.1,53,36.4,69.6,178,19.8,7,5.6,7.8,54.3,,35th overall,2nd round,Philadelphia 76ers,2015,06-Nov,,Willy Hernangomez,Center,Right,240lb
okafoja01,"December 15, 1995","Chicago, Illinois",0.9,53,20,67.9,190,16.5,11.5,5.1,5.3,53.1,Duke University,3rd overall,1st round,Philadelphia 76ers,2015,06-Nov,"Whitney Young in Chicago, Illinois",Jahlil Okafor,Center,Right,275lb
mccorti01,"March 10, 1962","Detroit, Michigan",1,53.5,6.3,70.3,483,12.8,8.3,4.9,21.5,53.5,University of Michigan,12th overall,1st round,Cleveland Cavaliers,1984,06-Nov,"Clarkston in Clarkston, Michigan",Tim McCormick,Center,Right,240lb
natersw01,"January 14, 1950","Den Helder, Netherlands",1.7,53.5,10,74.8,722,17.6,12.4,11.6,58.5,53.5,"University of California, Los Angeles",16th overall,1st round,Milwaukee Bucks,1973,06-Nov,"Wilson in Long Beach, California",Swen Nater,Center,Right,240lb
rogerca01,"February 6, 1971","Detroit, Michigan",0.6,53.6,25.8,56.2,298,15.4,7.4,4.3,11.1,54.5,"University of Arkansas at Little Rock, Tennessee State University",11th overall,1st round,Seattle SuperSonics,1994,06-Nov,"Northwestern in Detroit, Michigan",Carlos Rogers,Power Forward and Center,Right,220lb
mahinia01,"November 5, 1986","Rouen, France",0.5,53.7,12.5,61.2,580,12.9,5,4.3,24.7,53.7,,28th overall,1st round,San Antonio Spurs,2005,06-Nov,,Ian Mahinmi,Center,Right,262lb
hensojo01,"December 28, 1990","Greensboro, North Carolina",1.1,53.9,27.3,57.2,405,17.1,7.8,5.4,19.3,54.2,University of North Carolina,14th overall,1st round,Milwaukee Bucks,2012,06-Nov,"Sickles in Tampa, Florida",John Henson,Center and Power Forward,Right,219lb
kanteen01,"May 20, 1992","Zurich, Switzerland",0.8,54.1,29.4,78,583,20.6,11.9,7.6,39.6,54.5,,3rd overall,1st round,Utah Jazz,2011,06-Nov,"Stoneridge Preparatory School in Simi Valley, California",Enes Kanter,Center,Right,250lb
mobleer01,"February 1, 1970","Bronx, New York",0.5,54.1,75,47.5,113,10.6,3.9,3.1,1.1,54.5,University of Pittsburgh,18th overall,1st round,Milwaukee Bucks,1994,06-Nov,"Salesian in New Rochelle, New York",Eric Mobley,Center,Right,235lb
plumlmi01,"September 1, 1988","Fort Wayne, Indiana",0.5,54.2,,54.3,346,13.7,4.9,4.5,10.6,54.2,Duke University,26th overall,1st round,Indiana Pacers,2012,06-Nov,"Christ School in Arden, North Carolina",Miles Plumlee,Center,Right,249lb
drumman01,"August 10, 1993","Mount Vernon, New York",1.2,54.3,14.7,44.8,542,22.1,14.1,13.7,56.4,54.4,University of Connecticut,9th overall,1st round,Detroit Pistons,2012,06-Nov,"St. Thomas More School in Oakdale, Connecticut",Andre Drummond,Center,Right,279lb
moultar01,"November 18, 1990","Queens, New York",0.2,54.7,,66.7,59,14.1,3.6,3.1,1.7,54.7,"University of Texas at El Paso, Mississippi State University",27th overall,1st round,Miami Heat,2012,06-Nov,"Raleigh Egypt in Memphis, Tennessee",Arnett Moultrie,Power Forward,Right,249lb
hilarne01,"September 13, 1982","Sao Carlos, Brazil",1.8,54.8,13.2,66,965,17.1,11.3,6,73.3,54.8,,7th overall,1st round,New York Knicks,2002,06-Nov,"Instituto Alvaro Guiao in Sao Carlos, Brazil",Nene,Power Forward and Center,Right,250lb
silerga01,"October 25, 1986","Augusta, Georgia",0.1,54.8,,50,21,13.5,2.1,1.3,0.1,54.8,Augusta State University,,,,,06-Nov,"Richmond Academy in Augusta, Georgia",Garret Siler,Center,Right,305lb
gortama01,"February 17, 1984","Lodz, Poland",1.1,55.1,15,68,806,17.1,9.9,7.9,61.3,55.2,,57th overall,2nd round,Phoenix Suns,2005,06-Nov,,Marcin Gortat,Power Forward and Center,Right,240lb
